,block,street_name_original,address_original,street_name,full_address,processed_address,longitude,latitude,nearst_mrt,distance_nearst_mrt,nearst_mall,distance_nearst_mall,dist_to_CBD
0,309,ANG MO KIO AVE 1,309 ANG MO KIO AVE 1,ANG MO KIO AVE 1    ,309 ANG MO KIO AVE 1   Singapore,309 ANG MO KIO AVE 1  ,103.8441101,1.3643288,Ang Mo Kio mrt station,0.81965258,AMK Hub,0.725210529,8.488316228782299
1,216,ANG MO KIO AVE 1,216 ANG MO KIO AVE 1,ANG MO KIO AVE 1    ,216 ANG MO KIO AVE 1   Singapore,216 ANG MO KIO AVE 1  ,103.8414166,1.3662078000000002,Mayflower mrt station,0.793016817,Broadway Plaza,0.8143478740000001,8.729598021804879
2,211,ANG MO KIO AVE 3,211 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,211 ANG MO KIO AVE 3   Singapore,211 ANG MO KIO AVE 3  ,103.84159770000001,1.3692103999999998,Mayflower mrt station,0.612691309,Broadway Plaza,0.575919425,9.056258791161133
3,202,ANG MO KIO AVE 3,202 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,202 ANG MO KIO AVE 3   Singapore,202 ANG MO KIO AVE 3  ,103.84458690000001,1.3684602,Ang Mo Kio mrt station,0.552262732,Broadway Plaza,0.416595654,8.938034080106359
4,235,ANG MO KIO AVE 3,235 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,235 ANG MO KIO AVE 3   Singapore,235 ANG MO KIO AVE 3  ,103.8362083,1.3669343,Mayflower mrt station,0.502376983,Broadway Plaza,1.222626202,8.903711885639042
5,232,ANG MO KIO AVE 3,232 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,232 ANG MO KIO AVE 3   Singapore,232 ANG MO KIO AVE 3  ,103.8372499,1.3682103,Mayflower mrt station,0.36761061,Broadway Plaza,1.057857461,9.020642645133696
6,308,ANG MO KIO AVE 1,308 ANG MO KIO AVE 1,ANG MO KIO AVE 1    ,308 ANG MO KIO AVE 1   Singapore,308 ANG MO KIO AVE 1  ,103.84433929999999,1.3643085,Ang Mo Kio mrt station,0.802914605,AMK Hub,0.7106206159999999,8.483553858147298
7,220,ANG MO KIO AVE 1,220 ANG MO KIO AVE 1,ANG MO KIO AVE 1    ,220 ANG MO KIO AVE 1   Singapore,220 ANG MO KIO AVE 1  ,103.84042020000001,1.3656276000000003,Mayflower mrt station,0.7747119440000001,Broadway Plaza,0.934956254,8.681468835668344
8,219,ANG MO KIO AVE 1,219 ANG MO KIO AVE 1,ANG MO KIO AVE 1    ,219 ANG MO KIO AVE 1   Singapore,219 ANG MO KIO AVE 1  ,103.8405108,1.3659933000000002,Mayflower mrt station,0.747244916,Broadway Plaza,0.898235498,8.720020310303743
9,247,ANG MO KIO AVE 3,247 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,247 ANG MO KIO AVE 3   Singapore,247 ANG MO KIO AVE 3  ,103.8341552,1.3679763999999999,Mayflower mrt station,0.469828019,Broadway Plaza,1.389401484,9.063464664385904
10,320,ANG MO KIO AVE 1,320 ANG MO KIO AVE 1,ANG MO KIO AVE 1    ,320 ANG MO KIO AVE 1   Singapore,320 ANG MO KIO AVE 1  ,103.8483915,1.3655808,Ang Mo Kio mrt station,0.441626439,AMK Hub,0.41221484799999997,8.591983209208621
11,252,ANG MO KIO AVE 4,252 ANG MO KIO AVE 4,ANG MO KIO AVE 4    ,252 ANG MO KIO AVE 4   Singapore,252 ANG MO KIO AVE 4  ,103.8342609,1.3688871999999999,Mayflower mrt station,0.38346305399999997,Broadway Plaza,1.349526887,9.159302575427946
12,223,ANG MO KIO AVE 1,223 ANG MO KIO AVE 1,ANG MO KIO AVE 1    ,223 ANG MO KIO AVE 1   Singapore,223 ANG MO KIO AVE 1  ,103.8380651,1.3660808999999998,Mayflower mrt station,0.618033013,Broadway Plaza,1.095786561,8.772859141985405
13,230,ANG MO KIO AVE 3,230 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,230 ANG MO KIO AVE 3   Singapore,230 ANG MO KIO AVE 3  ,103.837884,1.3688658999999999,Mayflower mrt station,0.322391757,Broadway Plaza,0.965364723,9.07968097363273
14,329,ANG MO KIO AVE 3,329 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,329 ANG MO KIO AVE 3   Singapore,329 ANG MO KIO AVE 3  ,103.8468515,1.3666154,Ang Mo Kio mrt station,0.425114476,AMK Hub,0.34135385100000004,8.715389312656509
15,313,ANG MO KIO AVE 3,313 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,313 ANG MO KIO AVE 3   Singapore,313 ANG MO KIO AVE 3  ,103.85011259999999,1.3666695,Ang Mo Kio mrt station,0.313732063,AMK Hub,0.351552838,8.706054222813224
16,117,ANG MO KIO AVE 4,117 ANG MO KIO AVE 4,ANG MO KIO AVE 4    ,117 ANG MO KIO AVE 4   Singapore,117 ANG MO KIO AVE 4  ,103.8358007,1.3736407,Mayflower mrt station,0.255464246,Broadway Plaza,1.15030931,9.640430542573766
17,110,ANG MO KIO AVE 4,110 ANG MO KIO AVE 4,ANG MO KIO AVE 4    ,110 ANG MO KIO AVE 4   Singapore,110 ANG MO KIO AVE 4  ,103.8373405,1.3705542,Mayflower mrt station,0.13227682400000002,Broadway Plaza,0.975908903,9.273981936949394
18,343,ANG MO KIO AVE 3,343 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,343 ANG MO KIO AVE 3   Singapore,343 ANG MO KIO AVE 3  ,103.8491162,1.3683603000000002,Ang Mo Kio mrt station,0.12400082,AMK Hub,0.135080053,8.895982752364265
19,345,ANG MO KIO AVE 3,345 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,345 ANG MO KIO AVE 3   Singapore,345 ANG MO KIO AVE 3  ,103.8497376,1.3675153999999998,Ang Mo Kio mrt station,0.213868892,AMK Hub,0.251251518,8.800549510311729
20,346,ANG MO KIO AVE 3,346 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,346 ANG MO KIO AVE 3   Singapore,346 ANG MO KIO AVE 3  ,103.8497283,1.3671343,Ang Mo Kio mrt station,0.255501358,AMK Hub,0.285123022,8.75845056778631
21,121,ANG MO KIO AVE 3,121 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,121 ANG MO KIO AVE 3   Singapore,121 ANG MO KIO AVE 3  ,103.8435905,1.3697115,Ang Mo Kio mrt station,0.653419603,Broadway Plaza,0.364824438,9.0863058423021
22,129,ANG MO KIO AVE 3,129 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,129 ANG MO KIO AVE 3   Singapore,129 ANG MO KIO AVE 3  ,103.8421412,1.3698666000000002,Mayflower mrt station,0.644887176,Broadway Plaza,0.487236286,9.120937590963301
23,130,ANG MO KIO AVE 3,130 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,130 ANG MO KIO AVE 3   Singapore,130 ANG MO KIO AVE 3  ,103.84177890000001,1.3703816,Mayflower mrt station,0.592135559,Broadway Plaza,0.5006647679999999,9.182292624537705
24,128,ANG MO KIO AVE 3,128 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,128 ANG MO KIO AVE 3   Singapore,128 ANG MO KIO AVE 3  ,103.8435905,1.3708105,Ang Mo Kio mrt station,0.670319699,Broadway Plaza,0.296187872,9.207222251259743
25,127,ANG MO KIO AVE 3,127 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,127 ANG MO KIO AVE 3   Singapore,127 ANG MO KIO AVE 3  ,103.8437717,1.3711757,Ang Mo Kio mrt station,0.661350525,Broadway Plaza,0.262265358,9.245439855186827
26,126,ANG MO KIO AVE 3,126 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,126 ANG MO KIO AVE 3   Singapore,126 ANG MO KIO AVE 3  ,103.8435905,1.3716164,Ang Mo Kio mrt station,0.6960628940000001,Broadway Plaza,0.27060613,9.295900652168841
27,403,ANG MO KIO AVE 10,403 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,403 ANG MO KIO AVE 10   Singapore,403 ANG MO KIO AVE 10  ,103.8545514,1.3613693999999998,Ang Mo Kio mrt station,1.056307942,AMK Hub,1.116604283,8.123848934774722
28,404,ANG MO KIO AVE 10,404 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,404 ANG MO KIO AVE 10   Singapore,404 ANG MO KIO AVE 10  ,103.854642,1.3617351,Ang Mo Kio mrt station,1.02805129,AMK Hub,1.091540177,8.164643827426048
29,405,ANG MO KIO AVE 10,405 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,405 ANG MO KIO AVE 10   Singapore,405 ANG MO KIO AVE 10  ,103.8536003,1.3617045,Ang Mo Kio mrt station,0.9707019720000001,AMK Hub,1.023840192,8.157567230820375
30,417,ANG MO KIO AVE 10,417 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,417 ANG MO KIO AVE 10   Singapore,417 ANG MO KIO AVE 10  ,103.85518559999998,1.3650281000000002,Ang Mo Kio mrt station,0.802155321,AMK Hub,0.895857427,8.53097279586751
31,418,ANG MO KIO AVE 10,418 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,418 ANG MO KIO AVE 10   Singapore,418 ANG MO KIO AVE 10  ,103.8540079,1.365035,Ang Mo Kio mrt station,0.701942737,AMK Hub,0.78717021,8.526924823671692
32,419,ANG MO KIO AVE 10,419 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,419 ANG MO KIO AVE 10   Singapore,419 ANG MO KIO AVE 10  ,103.8541891,1.3654002,Ang Mo Kio mrt station,0.689897414,AMK Hub,0.780320693,8.567896117185596
33,441,ANG MO KIO AVE 10,441 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,441 ANG MO KIO AVE 10   Singapore,441 ANG MO KIO AVE 10  ,103.85409849999999,1.36606,Ang Mo Kio mrt station,0.636995781,AMK Hub,0.7335968620000001,8.640511674558503
34,442,ANG MO KIO AVE 10,442 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,442 ANG MO KIO AVE 10   Singapore,442 ANG MO KIO AVE 10  ,103.85518559999998,1.3656873,Ang Mo Kio mrt station,0.760152314,AMK Hub,0.859577898,8.603792577557956
35,443,ANG MO KIO AVE 10,443 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,443 ANG MO KIO AVE 10   Singapore,443 ANG MO KIO AVE 10  ,103.8553623,1.3660482,Ang Mo Kio mrt station,0.7562235970000001,AMK Hub,0.859540365,8.644544172864105
36,444,ANG MO KIO AVE 10,444 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,444 ANG MO KIO AVE 10   Singapore,444 ANG MO KIO AVE 10  ,103.8555479,1.3666375,Ang Mo Kio mrt station,0.744977065,AMK Hub,0.853658712,8.710606161303597
37,450,ANG MO KIO AVE 10,450 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,450 ANG MO KIO AVE 10   Singapore,450 ANG MO KIO AVE 10  ,103.8555479,1.3684688999999999,Ang Mo Kio mrt station,0.686297176,AMK Hub,0.806301879,8.912884072406966
38,435,ANG MO KIO AVE 10,435 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,435 ANG MO KIO AVE 10   Singapore,435 ANG MO KIO AVE 10  ,103.8541891,1.3677443,Ang Mo Kio mrt station,0.558775186,AMK Hub,0.672349155,8.826971954015844
39,433,ANG MO KIO AVE 10,433 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,433 ANG MO KIO AVE 10   Singapore,433 ANG MO KIO AVE 10  ,103.8544609,1.3680358,Ang Mo Kio mrt station,0.577969479,AMK Hub,0.69437948,8.860155259242267
40,434,ANG MO KIO AVE 10,434 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,434 ANG MO KIO AVE 10   Singapore,434 ANG MO KIO AVE 10  ,103.8532832,1.3679694,Ang Mo Kio mrt station,0.455540678,AMK Hub,0.5685263970000001,8.849376205526408
41,424,ANG MO KIO AVE 3,424 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,424 ANG MO KIO AVE 3   Singapore,424 ANG MO KIO AVE 3  ,103.8507467,1.3686437,Ang Mo Kio mrt station,0.16789747600000002,AMK Hub,0.27657170000000003,8.923110654966258
42,425,ANG MO KIO AVE 3,425 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,425 ANG MO KIO AVE 3   Singapore,425 ANG MO KIO AVE 3  ,103.85158129999999,1.3690091999999998,Ang Mo Kio mrt station,0.24111023399999998,AMK Hub,0.361024611,8.962807395662919
43,466,ANG MO KIO AVE 10,466 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,466 ANG MO KIO AVE 10   Singapore,466 ANG MO KIO AVE 10  ,103.85690679999999,1.365897,Ang Mo Kio mrt station,0.9166167009999999,myVillage @ Serangoon,0.92999469,8.63748350216598
44,471,ANG MO KIO AVE 10,471 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,471 ANG MO KIO AVE 10   Singapore,471 ANG MO KIO AVE 10  ,103.85672559999999,1.3634808,Ang Mo Kio mrt station,1.042684081,myVillage @ Serangoon,0.9641347790000001,8.369564386807644
45,474,ANG MO KIO AVE 10,474 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,474 ANG MO KIO AVE 10   Singapore,474 ANG MO KIO AVE 10  ,103.8579939,1.3628141000000003,Ang Mo Kio mrt station,1.199133411,myVillage @ Serangoon,0.845494833,8.306555789770485
46,570,ANG MO KIO AVE 3,570 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,570 ANG MO KIO AVE 3   Singapore,570 ANG MO KIO AVE 3  ,103.8558859,1.3698332,Ang Mo Kio mrt station,0.71705642,AMK Hub,0.8405590709999999,9.065393831012386
47,586,ANG MO KIO AVE 3,586 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,586 ANG MO KIO AVE 3   Singapore,586 ANG MO KIO AVE 3  ,103.85350720000001,1.3703046,Ang Mo Kio mrt station,0.46122558,AMK Hub,0.584308827,9.108036925167077
48,455,ANG MO KIO AVE 10,455 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,455 ANG MO KIO AVE 10   Singapore,455 ANG MO KIO AVE 10  ,103.8572709,1.3686312,Ang Mo Kio mrt station,0.874250247,myVillage @ Serangoon,0.966025712,8.941856096697874
49,465,ANG MO KIO AVE 10,465 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,465 ANG MO KIO AVE 10   Singapore,465 ANG MO KIO AVE 10  ,103.85699740000001,1.3662627,Ang Mo Kio mrt station,0.90943054,myVillage @ Serangoon,0.9244892859999999,8.678501226631765
50,463,ANG MO KIO AVE 10,463 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,463 ANG MO KIO AVE 10   Singapore,463 ANG MO KIO AVE 10  ,103.8574503,1.3669193000000002,Ang Mo Kio mrt station,0.932016407,myVillage @ Serangoon,0.8877474940000001,8.754429868687508
51,564,ANG MO KIO AVE 3,564 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,564 ANG MO KIO AVE 3   Singapore,564 ANG MO KIO AVE 3  ,103.8593528,1.3697651000000002,Ang Mo Kio mrt station,1.102111569,myVillage @ Serangoon,0.829974663,9.08549368267325
52,560,ANG MO KIO AVE 10,560 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,560 ANG MO KIO AVE 10   Singapore,560 ANG MO KIO AVE 10  ,103.8591716,1.3707919,Ang Mo Kio mrt station,1.091775448,myVillage @ Serangoon,0.91899934,9.19672430969173
53,558,ANG MO KIO AVE 10,558 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,558 ANG MO KIO AVE 10   Singapore,558 ANG MO KIO AVE 10  ,103.8591716,1.3712313999999999,Ang Mo Kio mrt station,1.099539675,myVillage @ Serangoon,0.95269058,9.245128413907143
54,559,ANG MO KIO AVE 10,559 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,559 ANG MO KIO AVE 10   Singapore,559 ANG MO KIO AVE 10  ,103.85790329999999,1.3710191,Ang Mo Kio mrt station,0.9564796720000001,myVillage @ Serangoon,1.042505424,9.210235539486483
55,538,ANG MO KIO AVE 5,538 ANG MO KIO AVE 5,ANG MO KIO AVE 5    ,538 ANG MO KIO AVE 5   Singapore,538 ANG MO KIO AVE 5  ,103.8533738,1.3756617,Ang Mo Kio mrt station,0.815606148,Djitsun Mall,0.706497368,9.699992336607375
56,534,ANG MO KIO AVE 10,534 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,534 ANG MO KIO AVE 10   Singapore,534 ANG MO KIO AVE 10  ,103.85409849999999,1.3741187,Ang Mo Kio mrt station,0.73210759,Djitsun Mall,0.727667232,9.531242677275005
57,601,ANG MO KIO AVE 5,601 ANG MO KIO AVE 5,ANG MO KIO AVE 5    ,601 ANG MO KIO AVE 5   Singapore,601 ANG MO KIO AVE 5  ,103.834765,1.380965,Lentor mrt station,0.51386276,Broadway Plaza,1.599063198,10.4577382301283
58,603,ANG MO KIO AVE 5,603 ANG MO KIO AVE 5,ANG MO KIO AVE 5    ,603 ANG MO KIO AVE 5   Singapore,603 ANG MO KIO AVE 5  ,103.83571009999999,1.380163,Lentor mrt station,0.590877846,Broadway Plaza,1.46154529,10.351843121943949
59,604,ANG MO KIO AVE 5,604 ANG MO KIO AVE 5,ANG MO KIO AVE 5    ,604 ANG MO KIO AVE 5   Singapore,604 ANG MO KIO AVE 5  ,103.8360724,1.3800876,Lentor mrt station,0.6003181479999999,Broadway Plaza,1.424895399,10.336734505799791
60,608,ANG MO KIO AVE 5,608 ANG MO KIO AVE 5,ANG MO KIO AVE 5    ,608 ANG MO KIO AVE 5   Singapore,608 ANG MO KIO AVE 5  ,103.8369782,1.3786898,Lentor mrt station,0.7661807279999999,Broadway Plaza,1.250386981,10.167611801593834
61,611,ANG MO KIO AVE 5,611 ANG MO KIO AVE 5,ANG MO KIO AVE 5    ,611 ANG MO KIO AVE 5   Singapore,611 ANG MO KIO AVE 5  ,103.8370688,1.3783229,Mayflower mrt station,0.7605584759999999,Broadway Plaza,1.218397832,10.125944731198086
62,505,ANG MO KIO AVE 8,505 ANG MO KIO AVE 8,ANG MO KIO AVE 8    ,505 ANG MO KIO AVE 8   Singapore,505 ANG MO KIO AVE 8  ,103.8502032,1.3748745,Ang Mo Kio mrt station,0.607911028,Djitsun Mall,0.360567026,9.612943993270244
63,503,ANG MO KIO AVE 5,503 ANG MO KIO AVE 5,ANG MO KIO AVE 5    ,503 ANG MO KIO AVE 5   Singapore,503 ANG MO KIO AVE 5  ,103.848935,1.3754681,Ang Mo Kio mrt station,0.6703265,Djitsun Mall,0.324201582,9.682164189108288
64,610,ANG MO KIO AVE 4,610 ANG MO KIO AVE 4,ANG MO KIO AVE 4    ,610 ANG MO KIO AVE 4   Singapore,610 ANG MO KIO AVE 4  ,103.8394238,1.3798478,Yio Chu Kang mrt station,0.626916404,Broadway Plaza,1.139441648,10.253940522629097
65,607,ANG MO KIO AVE 4,607 ANG MO KIO AVE 4,ANG MO KIO AVE 4    ,607 ANG MO KIO AVE 4   Singapore,607 ANG MO KIO AVE 4  ,103.83878979999999,1.3803646,Lentor mrt station,0.661955135,Broadway Plaza,1.228680559,10.320222115287432
66,524,ANG MO KIO AVE 5,524 ANG MO KIO AVE 5,ANG MO KIO AVE 5    ,524 ANG MO KIO AVE 5   Singapore,524 ANG MO KIO AVE 5  ,103.85307790000002,1.3734781999999999,Ang Mo Kio mrt station,0.602540298,Djitsun Mall,0.60415764,9.458034526514849
67,513,ANG MO KIO AVE 8,513 ANG MO KIO AVE 8,ANG MO KIO AVE 8    ,513 ANG MO KIO AVE 8   Singapore,513 ANG MO KIO AVE 8  ,103.8502032,1.3727497,Ang Mo Kio mrt station,0.37655153799999996,Djitsun Mall,0.27991240300000003,9.378034751825181
68,643,ANG MO KIO AVE 5,643 ANG MO KIO AVE 5,ANG MO KIO AVE 5    ,643 ANG MO KIO AVE 5   Singapore,643 ANG MO KIO AVE 5  ,103.8405108,1.3774964,Yio Chu Kang mrt station,0.67525626,Broadway Plaza,0.8656460890000001,9.980418563346834
69,542,ANG MO KIO AVE 10,542 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,542 ANG MO KIO AVE 10   Singapore,542 ANG MO KIO AVE 10  ,103.8558197,1.3746947,Ang Mo Kio mrt station,0.916926087,Djitsun Mall,0.928351035,9.601962481436761
70,548,ANG MO KIO AVE 10,548 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,548 ANG MO KIO AVE 10   Singapore,548 ANG MO KIO AVE 10  ,103.857088,1.3728555,Ang Mo Kio mrt station,0.930126551,Jubilee Square,1.035332602,9.406622072590725
71,550,ANG MO KIO AVE 10,550 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,550 ANG MO KIO AVE 10   Singapore,550 ANG MO KIO AVE 10  ,103.8581751,1.3735818000000002,Ang Mo Kio mrt station,1.073600369,Jubilee Square,1.166417077,9.4950712258686
72,639,ANG MO KIO AVE 6,639 ANG MO KIO AVE 6,ANG MO KIO AVE 6    ,639 ANG MO KIO AVE 6   Singapore,639 ANG MO KIO AVE 6  ,103.8425036,1.3799028999999998,Yio Chu Kang mrt station,0.329981612,Broadway Plaza,0.9616884809999999,10.219671410625358
73,637,ANG MO KIO AVE 6,637 ANG MO KIO AVE 6,ANG MO KIO AVE 6    ,637 ANG MO KIO AVE 6   Singapore,637 ANG MO KIO AVE 6  ,103.842413,1.3803431000000002,Yio Chu Kang mrt station,0.306648048,Broadway Plaza,1.0103358059999998,10.269117529481546
74,330,ANG MO KIO AVE 1,330 ANG MO KIO AVE 1,ANG MO KIO AVE 1    ,330 ANG MO KIO AVE 1   Singapore,330 ANG MO KIO AVE 1  ,103.85101850000001,1.3623423000000001,Ang Mo Kio mrt station,0.8026441329999999,AMK Hub,0.825514964,8.226028319958258
75,333,ANG MO KIO AVE 1,333 ANG MO KIO AVE 1,ANG MO KIO AVE 1    ,333 ANG MO KIO AVE 1   Singapore,333 ANG MO KIO AVE 1  ,103.8516526,1.3613131,Ang Mo Kio mrt station,0.9300900740000001,AMK Hub,0.957407065,8.111796653785474
76,156,ANG MO KIO AVE 4,156 ANG MO KIO AVE 4,ANG MO KIO AVE 4    ,156 ANG MO KIO AVE 4   Singapore,156 ANG MO KIO AVE 4  ,103.8397861,1.3755222,Mayflower mrt station,0.574212874,Broadway Plaza,0.796385116,9.774582192738192
77,152,ANG MO KIO AVE 5,152 ANG MO KIO AVE 5,ANG MO KIO AVE 5    ,152 ANG MO KIO AVE 5   Singapore,152 ANG MO KIO AVE 5  ,103.8400579,1.376693,Mayflower mrt station,0.6966156029999999,Broadway Plaza,0.844019407,9.89881230523216
78,178,ANG MO KIO AVE 4,178 ANG MO KIO AVE 4,ANG MO KIO AVE 4    ,178 ANG MO KIO AVE 4   Singapore,178 ANG MO KIO AVE 4  ,103.8369782,1.3763448999999999,Mayflower mrt station,0.5417236320000001,Broadway Plaza,1.115429786,9.911841279763241
79,180,ANG MO KIO AVE 5,180 ANG MO KIO AVE 5,ANG MO KIO AVE 5    ,180 ANG MO KIO AVE 5   Singapore,180 ANG MO KIO AVE 5  ,103.8383369,1.3767032,Mayflower mrt station,0.611949186,Broadway Plaza,1.0017584179999999,9.926993144135974
80,209,ANG MO KIO AVE 3,209 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,209 ANG MO KIO AVE 3   Singapore,209 ANG MO KIO AVE 3  ,103.8432282,1.368981,Ang Mo Kio mrt station,0.6947546929999999,Broadway Plaza,0.45037626399999997,9.010114030938993
81,231,ANG MO KIO AVE 3,231 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,231 ANG MO KIO AVE 3   Singapore,231 ANG MO KIO AVE 3  ,103.8372952,1.3688328,Mayflower mrt station,0.30190994600000004,Broadway Plaza,1.028150202,9.087472372119235
82,254,ANG MO KIO AVE 4,254 ANG MO KIO AVE 4,ANG MO KIO AVE 4    ,254 ANG MO KIO AVE 4   Singapore,254 ANG MO KIO AVE 4  ,103.8345568,1.3703801000000002,Mayflower mrt station,0.253829458,Broadway Plaza,1.285198637,9.313826610868565
83,103,ANG MO KIO AVE 3,103 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,103 ANG MO KIO AVE 3   Singapore,103 ANG MO KIO AVE 3  ,103.8393332,1.3709821000000002,Mayflower mrt station,0.31231906800000003,Broadway Plaza,0.749545482,9.28490881743401
84,105,ANG MO KIO AVE 4,105 ANG MO KIO AVE 4,ANG MO KIO AVE 4    ,105 ANG MO KIO AVE 4   Singapore,105 ANG MO KIO AVE 4  ,103.83770279999999,1.3723838,Mayflower mrt station,0.1622257,Broadway Plaza,0.924571074,9.466534517601753
85,344,ANG MO KIO AVE 3,344 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,344 ANG MO KIO AVE 3   Singapore,344 ANG MO KIO AVE 3  ,103.84920679999999,1.3679934,Ang Mo Kio mrt station,0.161082122,AMK Hub,0.17383596399999998,8.855103206440061
86,324,ANG MO KIO AVE 3,324 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,324 ANG MO KIO AVE 3   Singapore,324 ANG MO KIO AVE 3  ,103.8468289,1.3683188,Ang Mo Kio mrt station,0.316990579,AMK Hub,0.20165788199999998,8.903531950486999
87,120,ANG MO KIO AVE 3,120 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,120 ANG MO KIO AVE 3   Singapore,120 ANG MO KIO AVE 3  ,103.8443359,1.3701754,Ang Mo Kio mrt station,0.5756702539999999,Broadway Plaza,0.269715164,9.129438724104086
88,124,ANG MO KIO AVE 6,124 ANG MO KIO AVE 6,ANG MO KIO AVE 6    ,124 ANG MO KIO AVE 6   Singapore,124 ANG MO KIO AVE 6  ,103.8447681,1.3708768,Ang Mo Kio mrt station,0.545645784,Broadway Plaza,0.18122156399999997,9.202472506268467
89,414,ANG MO KIO AVE 10,414 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,414 ANG MO KIO AVE 10   Singapore,414 ANG MO KIO AVE 10  ,103.8536456,1.3640848,Ang Mo Kio mrt station,0.75274157,AMK Hub,0.825126315,8.420812909334908
90,438,ANG MO KIO AVE 10,438 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,438 ANG MO KIO AVE 10   Singapore,438 ANG MO KIO AVE 10  ,103.8538267,1.3670139,Ang Mo Kio mrt station,0.554947717,AMK Hub,0.66010108,8.745104169767416
91,427,ANG MO KIO AVE 3,427 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,427 ANG MO KIO AVE 3   Singapore,427 ANG MO KIO AVE 3  ,103.8544609,1.3693544,Ang Mo Kio mrt station,0.557134241,AMK Hub,0.679988092,9.005878223226734
92,428,ANG MO KIO AVE 3,428 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,428 ANG MO KIO AVE 3   Singapore,428 ANG MO KIO AVE 3  ,103.8543703,1.3689886999999998,Ang Mo Kio mrt station,0.549149343,AMK Hub,0.670819205,8.96513383248525
93,473,ANG MO KIO AVE 10,473 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,473 ANG MO KIO AVE 10   Singapore,473 ANG MO KIO AVE 10  ,103.8568162,1.363114,Ang Mo Kio mrt station,1.076383667,myVillage @ Serangoon,0.962879844,8.329765417147472
94,573,ANG MO KIO AVE 3,573 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,573 ANG MO KIO AVE 3   Singapore,573 ANG MO KIO AVE 3  ,103.8548392,1.3705763000000002,Ang Mo Kio mrt station,0.6124671270000001,AMK Hub,0.7355516759999999,9.142385797669705
95,585,ANG MO KIO AVE 3,585 ANG MO KIO AVE 3,ANG MO KIO AVE 3    ,585 ANG MO KIO AVE 3   Singapore,585 ANG MO KIO AVE 3  ,103.85247059999999,1.3706862,Ang Mo Kio mrt station,0.363250561,AMK Hub,0.483119442,9.148532244279565
